content,score,date,brand,가격,세정력/거품,향기,트러블/진정,배송/서비스/고객대응,탈모 효과 및 쿨링감,머릿결*
탈모인 친구를 위해 사줬다가 저도 한두번 같이 썼는데 머릿결이 좋아지는 것 같아요. 유독 머릿결이 좋은가 싶은 날은 이 샴푸로 감은 날이에요!,5,22.11.23.,반코르,,,,,,,1.0
두피에 여드름이 자주나는형인데 그 빈도수가 좀 줄고 전보다 깨끗해졌어요,5,22.11.11.,반코르,,,,1.0,,,
탈모 샴푸 효과 없다고 떳지만... 그래도 머릿결이나 세정력 등 저한테는 잘 맞는 샴푸 같네여,5,22.12.04.,반코르,,1.0,,,,,1.0
머릿결은 확실히 좋아지는 것 같아요 자기잔에 감고나면 다음날 좋긴 한데 탈모는 좀  더 지켜봐야 할것같아요,5,22.11.25.,반코르,,,,,,,1.0
비듬이 줄어들긴 했어요 다 쓰면 다시 구매할 생각은 있어요,5,22.11.09.,반코르,,,,1.0,,,
11 저렴한 가격에 득템! 머릿결이 두꺼워졌으면 좋겠어요 효과보길 기대합니다,5,22.11.04.,반코르,1.0,,,,,,
처음에 향기 맡았을때 향기도 순하고 거부감 없어서 좋았습니다. 머리 감을때 거품을 내서 감는데 거품이 쫀쫀하게 잘 올라왔구요. 머리 감고나서 머릿결도 보통의 샴푸 정도로 부드러워서 괜찮았습니다.  세정력도 이정도면 만족합니다.  두피에 좋은 영양이 있길  바라며 꼭 한통 다 써보겠습니다!,5,22.10.12.,반코르,,1.0,1.0,,,,1.0
두피 뾰루지는 진정되는거같아여 머릿결은 글새요,5,22.11.07.,반코르,,,,1.0,,,
딱 2번 썼는데도 뭔가 머릿결이 좋아진 느낌이네요! 효과가 바로 나타날일은 없겠지만 느낌이 좋아요~,5,22.11.10.,반코르,,,,,,,1.0
비듬이줄고 탈모도줄엇어요,5,22.11.27.,반코르,,,,1.0,,1.0,
일단 세정력 좋네요 빡빡감겨요 그리고 진짜 효과있기를 바랄게요 쓰고 바로 두피 여드름 나고 가렵다는 후기도 봤는데 저는 아직 괜찮더라구요 아무튼 더 깨끗하고 건강한 두피가 되길..,5,22.11.02.,반코르,,1.0,,1.0,,,
향은 정말 너무 맘에들어요. 조금만 써도 거품 많이 나서 좋고 비듬같은 것도 안 생기고 좋아요,5,22.10.11.,반코르,,1.0,1.0,1.0,,,
음.. 일단 저희 아이 머리밑에 여드름 나는게 줄었어요 감사합니다 계속 주문할것같아여,5,22.10.19.,반코르,,,,1.0,,,
일단 세정력이 좋아서 건조해지는 건 어쩔 수 없는 것 같구요 가끔 쓰면 정말 최고예요 좋다는 거 많이 써봤지만 뾰루지가 나는 경우가 많았는데 이거는 만족입니다,5,22.10.09.,반코르,,1.0,,1.0,,,
엄마는 반코르 샴푸가 딱이랍니다. 두피도 편하고 머릿결도 부드러워 만족라고. 당분간은 정착일 듯합니다.,5,22.10.14.,반코르,,,,1.0,,,1.0
효과 있어요~~ 머릿결이 풍성해짐을 느낍니다~ 샴푸만으로도 머릿결도 부드럽고 향도 은은히 좋아요~,5,22.10.31.,반코르,,,1.0,,,,1.0
전 이 샴푸가 잘 맞아서 꾸준히 쓰고있어요 두피 뾰루지 나던것도 거의 안나고요 출산후에도 머리카락... 잘 자캬줬으면 하네요,5,22.10.06.,반코르,,,,1.0,,,
반코르 샴푸를 사용하고 반코르만 사용해요. 제형도 좋고 머릿결이 감으면서 코팅되는 느낌이에요.,5,22.10.31.,반코르,,,,,,,1.0
동생 추천으로 사용하고 있는데 효과가 좋아서 저도 기대중이에요!! 집에놀러가면 항상 쓰는데 가려움 없고 특히 여드름이 안나서 좋아요!! 탈모케어는 한달 사용후에 후기남겨볼게요!!,5,22.09.18.,반코르,,,,1.0,,,
향이 우선너무좋고 근데 건조해서 비듬때문에삿는데 크게효과는없네요,5,22.10.27.,반코르,,,1.0,0.0,,,
목욕바구니에 넣어두고 엄청 뿌듯해하는중이랍니다 머리카락이 얇아진 것 같아서 한번 써보려구요! 아직까지 효과는 잘 모르겠지만 머릿결은 확실히 좋아졌어요!,5,22.09.19.,반코르,,,,,,,1.0
머리에 뾰루지가 않나고 편안한 느낌이에요! 정말 만족스럽니다,5,22.09.25.,반코르,,,,1.0,,,
두피 여드름이 좋았음,5,22.10.02.,반코르,,,,1.0,,,
탈모샴푸는 대부분 머릿결이 좋지 않은데 좋아요,5,22.10.17.,반코르,,,,,,,1.0
진짜 너무너무 좋습니다. 머리가 너무 많이 빠지기도 하고 그렇다보니 친구가 강추해서 구매하긴 했는데 처음엔 샴푸가 좋아봤자 얼마나 좋겠어 라는 마음으로 가볍게 구매를 했는데요.  한달동안 사용하면서 대만족이였기에 후기를 상세히 말씀드릴게요.  좋았던 점을 크게 3가지로 나눠서 말씀드릴게요.  1. 저자극 저는 두피가 약한 편이라 샴푸를 잘못쓰면 지루성 피부염처럼 빨갛게 일어나거나 가렵거나 붉어지거나 하더라구요. 그런데 반코르 샴푸는 아무리 벅벅 감이도 그런게 전혀 없었습니다. 무엇보다 제가 두피에 뾰루지 같은 게 났었는데 그런게 다 사라졌어요. 그리고 약간의 쿨링감? 도 느껴져서 머리감을 때 기분이 좋아요   2. 탈모완화잔디처럼 잔머리가 생김 진짜 30대가 되면서 머리가 더 많이 빠지고 모발도 힘이 없어지더라구요. 근데 친구가 반코르 샴푸쓰고 머리가 엄청 픙성해졌다길래 말도 안된다 하면서 구매했는데요. 정말 앞에 잔머리가 많이 생겼어요. 그리고 머리 감을 때 한 웅큼씩 머리가 빠졌는데 그런 부분도 많이 완화가 되네요. 저 진짜 이제 반코르만 쓸 거 같아요 샴푸에 이렇게 만족한 적은 처음입니다.   3. 향 머릿결 사실 성분이 좋거나 천연어쩌구 이러면 일단 향은 포기하고 가야하는데요. 저는 처음에 쓸 때 어? 반코르는 향도 좋네? 였어요. 사실 향은 아예 포기 했었거든요. 그러니 머리감는 게 즐겁더라구요. 그리고 드라이하고나서 머릿결의 부드러움이 달라요. 진짜 전 부드러움은 트리트먼트가 결정한다고 생각했는데 샴푸 하나 바꾸니 확실히 다르네요   탈모인분들 아니면 저처럼 예민 두피분 들 꼭 써보세오 강추입니다,5,22.07.15.,반코르,,,1.0,1.0,,1.0,1.0
가끔 두피에 뾰루지가 나요 거의 매일감는데..  두피케어가 좀더 되면 좋겠고  린스를 하지 않아도 뻗뻗하지 않아 좋습니다 빠지는 머리칼은 좀 줄긴했으나 아직도 마니 빠지는 중임다,5,22.10.02.,반코르,,,,0.0,,,0.0
전에 한번 써보고 재구매합니다 워낙 유명해서 처음 써봤을 때 시중에 나와있는 탈모샴푸에 비해 향도 좋고 뻣뻣함도 없어서 좋았어요 그중에서 가장 만족스러웠던건 두피가 편안했다는거에요! 다른 샴푸 썼을 때는 두피가 가렵고 뾰루지가 계속 생기더라구여.... 매일 엄청 괴로웠답니다 나랑 맞는 샴푸는 반코르라는걸 느끼고 바로 구매해서 쓰고 있는데 역시 만족스럽습니다,5,22.08.17.,반코르,,,1.0,1.0,,,1.0
산후 탈모 때문에 찾다가 사용해봤는데 괜찮은 것 같아요~ 머리 감을때 머리카락 좀 덜 빠지는 것 같구영 가르마가 좀 촘촘해진 느낌적인 느낌 산후 시간이 지나면서 자연스러운 현상일 수도 있지만 잔머리도 많이 났어용 향도 좋고 나름 만족하는데 샴푸만 쓰면 머릿결이 좀 뻣뻣해요,5,22.08.27.,반코르,,,1.0,,,1.0,0.0
첫 머리감을때 이 샴푸 괜찮네~ 느끼게 해준 샴푸입니다.  두피트러블과 기름 탈모때문에 안써본 샴푸가 없는 것 같은데 확실히 머리빠짐이 머리감을때부터 줄어들었고 머릿결도 부드럽네요~ 향은 약간 남자스킨로션향이  살짝 느껴져서 저는 개인적으로 별루인 것 같아요 제가 지루성두피염에 기름이 잘 지는 머린데 감고나서 개운함은 있지만 두피가려움증은 반나절 지나면 또 올라오긴 하네요~ 계속 써보고 한달 평 남겨야 할 것 같아요~ 머리빠짐이 덜 한 걸 보면 확 실히 탈모예방 효과는 있는 것 같습니다,5,22.08.11.,반코르,,,0.0,0.0,,1.0,1.0
원래 쓰던 천연샴푸가 있었는데요. 기존 샴푸도 나름 만족을 하고 있었기에 샴푸를 바꿀 생각은 전혀 하지 않았습니다. 그러던 중 친구가 반코르 샴푸가 너무 좋다며 강추에 강추를 하더라구요.  그래서 속는셈 치고 구입했는데 앞으로 이 샴푸로 정착할 거 같습니다. 제가 사용하면서 너무 좋다고 느꼈던 점을 3가지로 나눠서 설명드릴게요.   1. 사용감풍성한 거품부드러움 아무리 효모샴푸라고 해도 사용 후에 뻣뻣하거나 거품이 안나거나 그러면 손이 안가는데 사용 후에 보습감이 너무 좋았습니다. 그리고 성분이 좋은 샴푸는 거품이 잘 나서 사용감이 너무 만족스러웠습니다. 거품이 풍성하게 나면서 세정력도 너무 좋고 머릿결이 부드러워 지더라구요.   2. 탈모증상 완화  저는 긴머리이다 보니까 모리가 정말 많이 빠지거든요. 그래서 비오틴도 먹고 샴푸도 아무거나 사용하지 않고 좋다는 샴푸만 골라썼는데요. 한딜정도 사용해 보니까 머리가 덜 빠지고 풍성해지는 기분이 듭니다. 맥주효모 샴푸가 그렇게 효과가 있을까 반신반의했는데 너무 만족스럽습니다. 머리카락이 아예 안빠지는 건 아니지만 덜 빠집니다. 그래서 요즘 M자 탈모로 고민 중인 오빠에게 추천했습니다.   3. 향기  샴푸를 처음 사용했을 때 느낌이 우와 향기가 좋디! 향기가 좋은 샴푸는 성분이 안좋은 경향이 있는데 이 샴푸는 향도 좋네? 라는 느낌이었습니다. 매일 사용하다보면 향기 또한 무시할 수 없기에 사용힐 때마다 기분이 좋아집니다.   반코르에 정착해야 겠다고 생각한 이유는 제 기능을 충실히 하먄서 향기와 사용감까지 좋으니 만족도가 100입니다.  정말 고민하시는 분들은 한번만 사용해 보시기 바랍니다.,5,22.06.26.,반코르,,1.0,1.0,,,1.0,1.0
3번째 구매하고 써요 머리의 뾰로지 때문에 머리가 점점 적어졌는데 뾰루지 제거에 최고인거 같아요!!!!,5,22.08.23.,반코르,,,,1.0,,,
3개샀는데 제일 효과가 좋았어요. 비듬도 많이 사라지고 탈모도 전보다 덜하고 세정력도 아주 굿!!,5,22.08.23.,반코르,,1.0,,1.0,,1.0,
거품 풍성하고 머리감은후  머릿결이 좋은거같아요,5,22.09.21.,반코르,,1.0,,,,,1.0
펌프하는 곳이 많이 뻑뻑하긴한데 쓰다보면 괜찮아지겟죠!? 탈모샴퓨가 안 맞으면 비듬부터 생기는데 아직까진 괜찮아서 더 써보려구요~,5,22.08.13.,반코르,,,,1.0,,,
한번 써가지고 탈모방지는 모르겠고 그만한 가격대의 탈모샴푸랑 비슷하지 싶어요...헹굴때 좀 여러번 감아야 돼요. 기름기가 쏙 빠지면서 머릿결이 탄탄해지는 것 같아요.,5,22.08.26.,반코르,,1.0,,,,,1.0
다른 샴푸쓰면 두피에 뾰루지나는데 이거 쓰면 좋아져서 계속 쓰게되요!,5,22.08.18.,반코르,,,,1.0,,,
탈모샴푸는 향과 결은 못 챙길 거라는 편견을 깨는 제품 향 좋고 헹군 뒤 머릿결도 보드랍고 탈모인들의 간증이 넘치는 제품력은 말해 뭐해용! 고민하시는 분들 빨리 구매하셔요,5,22.08.01.,반코르,,,1.0,,,,1.0
두번째구매입니다 머리감은후에 머릿결이 부드러워서 만족하면서 사용중이에요 아직 머리빠지는게 확줄었다는 느낌은 많이 없어서 더 써봐야 알것같아요 계속 사용할려고 두개 구매합니다,5,22.08.01.,반코르,,,,,,,1.0
다이어트 심하게 하면서 모발이 얇아지고 몸전체가 악건성인데 이상하게 두피만 지성이 되더라구요 탈모샴푸 찾아서 이것저것 써봤는데 결국 다시 돌아오네요 세정력은 좋은데 너무 뻣뻣하지도 않고 향도 순하게 좋고 쓸 수록 모발이 굵어지는게 보이고 지성으로 바뀌면서 여드름이 났었는데 이젠 아예 안나요,5,22.08.12.,반코르,,1.0,1.0,1.0,,1.0,
신랑이 한번 써보더니 뭔가 머릿결이 윤기 나는것 같다고 매우 만족해 하네요! 배송 하루만에 왔어요!,5,22.08.03.,반코르,,,,,1.0,,1.0
한번 사용해봤는데 세정력도 괜찮고 머릿결도 꼬이거나 그러진않은거 같아요 탈모방지효과는 조금더 써봐야될거같아요,5,22.08.03.,반코르,,1.0,,,,,1.0
다른건 모르겠고 지성두피인데 다른 샴푸쓰면 뾰루지같은게 올라오는데 이 샴푸쓰고 확실히 개선되었어요,5,22.08.23.,반코르,,,,1.0,,,
빠르게 배송이 온점. 사용여부는 더 써봐야 알듯함. 찬물로 헹굴시 머릿결이 뻣뻣해지는 느낌이 있는 듯함,5,22.08.21.,반코르,,,,,1.0,,0.0
향도 은은하고 거품도 잘 나고 예민한 두피인데  각질케어에도 좋은거 같고 자극없이 순해요  머릿결은 너무 부드러운데 정수리 쪽은 뽀송해서 좋아요 고가 백화점 샴푸만 사용 했었는데 너무 만족해요.,5,22.07.08.,반코르,,1.0,1.0,1.0,,,1.0
선물해줬는데 머릿결도 부드러워지고 향도 좋다고 합니다,5,22.08.30.,반코르,,,1.0,,,,1.0
머릿결이 좋아집니다,5,22.08.11.,반코르,,,,,,,1.0
고등학생 아들이 쓰는데 향도 좋고 비듬도 좀 덜하다네요 잘 쓰고 있어요,5,22.07.22.,반코르,,,1.0,1.0,,,
향도 나고 머릿결이 아주 차분해져요. 세정력도 좋은데 머릿결도 좋아져요. 다만 더 강항 세정력 원하시는분들은 가끔 다른 샴푸로 번갈아 사용하시면 괜찮을것닼아요!,5,22.07.07.,반코르,,1.0,1.0,,,,1.0
이건 한달 후기도 쓸껀데 재구매품입니다. 제가 여기 샴푸랑 트리트먼트를 구매 후 두피가 많이 튼튼해졌습니다. 두피가 처음으로 탈색을 견뎌냈어요!  사실 쓸때는 좋은거 특별히 몰랐는데 점점 비듬이 없어지고 두피가 덜 예민해져요. 염색때문에 중간에 보색샴푸로 하루 갈아타봤는데 바로 각질 기름기 난리대잔치였어요. 그러다보니 다른 샴푸 쓸 엄두가 안나네요  배송은 항상 칼같이 빠릅니다.,5,22.06.22.,반코르,,,,1.0,1.0,,
탈모에 관해서는 잘 모르겠지만 머리 가려움이나 비듬에는 효과가 제대로 입니다!!,5,22.08.08.,반코르,,,,1.0,,,
비탈모 남성 한달사용 후기입니다. 저는 다른분들에게 어릴적부터 죄송하게도 머리숱이 많았습니다. 돼지털 반곱슬 머리라 머리를 감아도 엉키고 린스나 트린트먼트를 하기에는 귀찮아하는 성격이라 자주 사용안했습니다. 미용실에서 추천한 헤어 에센스를 사용 근데 나이가 먹을 수록 머리를 감을때마다 머리카락이 빠지는게 눈에 보여서 친구들 머리빠진다고 놀린게 돌아오나 싶어 여러 정보를 통해 반코르 맥주효모샴푸를 찾아서 사용하게 되었습니다. 이 샴푸를쓰기전에는 가끔 머리를 시원하게 감아도 두피가 간지러웠는데 반코르 샴푸를 사용하고나서부터 머리가 간지러운게 없고 두피가 개운해졌고 린스나 트린트먼트를 안했는데도 불구하고 샴푸만하고 나서 머릿결이좋아졌습니다. 돼지털 반곱슬 머리라 푸석푸석했는데 차분하게 잘 가라앉아서 다사용하면 추가 구매 예정입니다.. 정말 탈모인 비탈모인 모두에게 좋은 샴푸인것 같습니다. 적극추천합니다. 개봉일을 적어둘수있게 주시는 스티커도 센스넘칩니다.,5,22.05.19.,반코르,,,,1.0,1.0,,1.0
한달동안써보니 머리카락이덜 빠지는것같은데 머리결이 뻑뻑한감은있어요 샴푸후엔 린스나 트리트먼트를 같이해주니 머릿결이 부드러워지드라구요 그것빼곤 쓰기괜찮아요 다쓰면 또 재구매할꺼예요,5,22.07.12.,반코르,,,,,,,0.0
거품잘나고 향좋고 두피여드름이 자주나는편인데 이거쓰고 좀덜한것같아 추가주문햇어요,5,22.07.22.,반코르,,1.0,1.0,1.0,,,
이제 사용한지 이틀째라 탈모케어가 되는지는 좀 더 두고봐야 할 것 같아요 그래도 사용하고나서 두피에 여드름이 생기거나 트러블이 올라오지는 않아서 기대해봅니다,5,22.07.13.,반코르,,,,1.0,,,
일단 저랑 안맞는것같아요 좋은점은 샴푸만해도 머릿결이 젛아요,5,22.07.25.,반코르,,,,,,,1.0
오... 오자마자 바로 사용했는데  일단 머리빠짐은 아직 잘 모르겠지만  하루 자고 일어났는데 머릿결이  부드럽고 하루가 지났는데 머리가 기름진다거나  이런게 확실히 눈에 띄게 차이나네요 오  머리빠짐도 줄어들었음 좋겠네요,5,22.06.18.,반코르,,1.0,,,,,1.0
아직 쓴지 2.3주정도 밖에안됐지만  정말로 느낀건 머리가 잘안빠져요 머리감을때 마다 머리가 너무 빠져서  우울했었는데 기분탓인진 몰라도 확실하게 머리빠지는 갯수가 현저히 줄어들었습니다. 한번짜도 다쓸만큼 거품도 잘나고  은은하게 향나서 너무좋아요 두피여드름도 이젠 하나도 안납니다 벌겋던 두피도 좀 진정된거같구요 머리가 더 자라고 굵어지는거는 더 써봐야알겠지만 여태 쓴 샴푸중에선 너무 좋습니다.,5,22.06.16.,반코르,,1.0,1.0,1.0,,1.0,
타사 탈모샴푸쓰다가 뾰루지가 나서 구매했는데 트러블도 안나고 좋은것 같아요,5,22.07.15.,반코르,,,,1.0,,,
탈모 방지는 모르겠지만 머리에 여드름은 안나요,5,22.07.22.,반코르,,,,1.0,,,
진짜 가려움증이랑 비듬 엄청 줄었습니다 신기해요,5,22.07.22.,반코르,,,,1.0,,,
자주 가렵던 머리도 많이 좋아지고 두피로 인한 비듬도 두피가 완화되면서 거의 사라진것 같네요,5,22.07.15.,반코르,,,,1.0,,,
2번째 구매입니다 비싼값 하는 듯합니다 일반샴푸는 비듬이랑 탈모를 못잡아서 바꿨는데 만족합니다,5,22.07.04.,반코르,0.0,,,1.0,,1.0,
청소년 아들이 비듬제거에 좋다며 쓰고 싶다길래 주문했어요. 만족하며 잘 쓰고 있어요~,5,22.06.10.,반코르,,,,1.0,,,
남자친구 머리에 여드름같은게 자주 나면서 두피가 울긋불긋하고 빨갛게 될때가 많아서 어떤 샴푸를 써야하나 고민하다 이걸 사서 줬는데 울긋불긋한게 쓰기전보디 훨씬 나아졌다해서  재구매하게 됬어용,5,22.06.01.,반코르,,,,1.0,,,
일단 냄새좋고 잘 씻기고 씻고나면 머릿결도 부드러움. 탈모 증상도 많이 완화되면 이제 가발 벗고 다닐수있겠음 오예~~,5,22.06.25.,반코르,,1.0,1.0,,,,1.0
거품이 쫀쫀하고 세정력도 좋아요 머릿결도 튼튼해진 기부니에여,5,22.06.06.,반코르,,1.0,,,,,1.0
택배오자마자 써봤어요 향이 너무좋네요 보통탈모샴푸는 향이기대안하고쓰는데 향기가좋아요그리고 따로 트리트먼트를 사용안해도 머릿결이부드러워요~~탈모샴푸인데 순하네요~한번썻는지 만족합니다,5,22.06.04.,반코르,,,1.0,,,,1.0
두피에 뭐가 났었는데 다 없어지고 샴푸만 써도 머릿결이 부드러워요,5,22.07.01.,반코르,,,,1.0,,,1.0
향도좋고 머릿결도 힘이 생기는 느낌이에요,5,22.07.03.,반코르,,,1.0,,,,1.0
부모님 두피가 약해지셔서 사드렸는데 우선 두피에 났던 뾰루지는 더이상 안난다고하네요. 그것만으로도 만족합니다. 재구매하렵니다,5,22.06.16.,반코르,,,,1.0,,,
기존 탈모샴푸와 다르게 머릿결이 부드럽네요~ 만족합니다.,5,22.06.17.,반코르,,,,,,,1.0
확실한건 머릿결이 부들부들하다는거예요 탈모방지?예방?은 조금은 더 지속적으로 써봐야 알지 않을까요?,5,22.05.26.,반코르,,,,,,,1.0
거의 두달 사용후기 주신 스티커에 날짜를 안쓴 이유는 6개월안에 다 쓸것 같아서에요 개봉 후 8개월안에 쓰라해서요..  처음 이주는 샴푸 사용 전의 머리 감을 때 빠지던 거의 70프로 정도가 확 줄어서 조금만 빠졌어요 그리고 그 이후에는 머리 감을 때 빠지던게 조금씩 늘었지만 샴푸 쓰기 전보다는 확실히 적어요 두달정도 사용한 상태로는 샴푸쓰기 전보다 30프로 정도는 덜 빠지는 것 같아요 그리고 이건 쓸까말까했는데 이왕적는거 솔직하게 적어요 저는 두피에 화농성 여드름이 좀 잘 나는 편이에요 머리를 주말에 안감는다거나 한달에 한번 마법이 찾아올쯤이라던가 그러면 머리 만지다가 긁히고 터지고 그게 아니면 노란투명한 피지? 같은게 잘 났었어요 근데 이 샴푸쓰고 그런건 없어졌어요 완전히는 아니고 가끔씩 생기기는 하는데 전보다 그 빈도가 거의 90프로 사라진것 같아요 그래서 지금 후기쓰다가 안난지 오래라서 깜박할뻔했어요 저같이 지루성이신 분들에게 도움이 되었으면해서 적어요  그리고 이건 지극히 저의 개인적인 경험이에요 사람마다 다를 수있어요  다른 가족은 잘 모르겠다고도해요  저는 아침에 머리 샴푸하고 이닦고 세수하고나서 헹궈요 바로 헹구는 건 효과가 없다해서요  머리 빠지는거 외에 여드름이 안나서 계속 사용할 예정이에요~~  이상 저의 두달 후기였습니다 도움이 되길 바랍니다  추가 후기  후기 올리고 미용실에 다녀왔는데 두피가 너무 건조하다고 파마를 하지 말라고 하더라고요.  탈모 샴푸들이 약간 유분기를 많이 제거해줘서 그래서 머리가 많이 엉키고 그걸 풀면서 빠지기도 한다고...   근데 저는 트리트먼트를 몇달 전부터 잘 안써서 이 샴푸 쓰기 전부터 좀 잘 엉켜서 잘 못 느꼈어요.  혹시 트리트먼트를 잘 안 쓰시는 분들은 잘 엉킬 수 있으니까.. 하는 생각에 추가로 적어요 그래도 저한테 여드름이 나니까 다른 얇은 모발용 샴푸를 쓰면서 일주일제 12번 정도만 쓰라고 얘기하더라고요. 그래서 4일에 한번씩 써보려고 하고 있어요. 저는 여드름이 안 나는 것도 중요해서 병행서 쓰려고 해요.    개인마다 두피 상태에 따라 다를 수 있어서 최대한 객관적으로 제가 겪은 것들을 적었어요. 도움이 되길 바래요 !!,5,22.03.06.,반코르,,,,1.0,,1.0,
탈모에 직접적인 도움이있는진 잘 모르겠으나 머릿결이 좋아지고 떡지는게 덜해요!,5,22.06.11.,반코르,,,,,,,1.0
가려움과 비듬이 덜하네요~ 탈모에효과는 좀더 써봐약겠지요~ 일단은 만족합니더,5,22.06.08.,반코르,,,,1.0,,,
탈모는 잘 모르겠는데 지성두피에 최고인거 같아요 너무 개운하고 비듬도 줄었어요,5,22.05.12.,반코르,,,,1.0,,,
냄새도 안나고 좋은 것 같아요 머릿결도 괜찮아요,5,22.06.03.,반코르,,,,,,,1.0
반년동안 써본 결과  너무 만족하는 제품입니다   쓰고나서 두피도 덜 일어나고  머릿결도 좋아졌네요,5,22.05.11.,반코르,,,,1.0,,,1.0
거품도 잘나고 향도 좋아요. 그리고 탈모샴푸 많이 사용은 안햇봤는데 타제품보다 머릿결이 덜 뻣뻣했어요!,5,22.05.03.,반코르,,1.0,1.0,,,,1.0
순하고 너무 좋아요 비듬도 안생겨요 만족하고 사용하고있습니다 재구매 100,5,22.05.22.,반코르,,,,1.0,,,
제가 일반 시중에서 파는 샴프만 쓰다 이 샴푸를 쓰니까 두피도 안가렵고 비듬도 줄었어요 기분탓인진 모르겠지만 머리 빠지는것도 덜하는거 같고 지금까지 만족하면서 쓰고있습니다~,5,22.05.11.,반코르,,,,1.0,,1.0,
지성 두피인데 아침 일찍 샴푸하고 12시간이 지나도 두피가 뽀송해요~그리고 이 샴푸를 쓰고 나서 머리카락 빠지는게 절반으로 줄었어요. 한달 쓰는 동안 뾰루지가 아예 안난건 아니지만 매우 만족하며 사용하고 있어요. 그리고 환절기때 두피가 너무 가려운데 이 샴푸 쓰고 난 뒤로는 웬만해선 가렵지가 않아요!,5,22.04.11.,반코르,,,,1.0,,1.0,
탈모와는 거리가 아직은 먼 30대 남자입니다. 원래 머리숱이 많고 해서 탈모 걱정은 없이 지냈는데 머리숱이 많다고 한들 세월은 못이긴다는 소리를 많이 듣고 인터넷 검색과 추천을 통해서 반코르 제품을 접하게 됐습니다. 현재 2통째 사용중인데 항상 쿨샴푸만 썼어서 처음에는 세정력이 있는건지 몰랐는데 쓰다보니 쿨샴푸에 중독되있던 두피가 씻겨나간 느낌? 돼지털같던 머릿결도 예전보다 훨씬 좋아졌어요. 꾸준히 관리해서 사용해보겠습니다. 제 머리 한가닥 한가닥 놓치지 않을 거에요.,5,22.03.24.,반코르,,1.0,,,,,1.0
저는 두통째쓰고이써요 두피뾰루지가 사라짐,5,22.05.17.,반코르,,,,1.0,,,
확실히 덜빠져요~ 근데 머릿결이 좀 뻣뻣해지네요,5,22.04.29.,반코르,,,,,,1.0,0.0
정말 솔직히 탈모가 해결되는지는 모르겠어요... 좋다고 하니 계속 쓰긴하는데.... 머리빠지는건... 글쎄요.... 하지만! 확실한건 이거 쓰면 두피 여드름이 안나는건 맞는거 같아요. 두피가 좀 건강해지는 느낌?  그건 맞는거 같아요,5,22.05.03.,반코르,,,,1.0,,,
두피 뾰루지 가려움 완화에 큰 도움되었습니다,5,22.05.19.,반코르,,,,1.0,,,
맥주효모샴푸 쭉 쓰다 다 떨어져서 한달정도 다른 샴푸를 썼는데요.  지루성두피염 다시 도져서 두피에 여드름이나 염증있고 각질심해져서 다시 돌아 왔습니다.  그냥 잘 맞으면 쭉 쓰던거 쓰는게 최고입니다,5,22.04.03.,반코르,,,,1.0,,,
두피와 머릿결 모두 엄청 좋아졌어요. 역시 이걸로 사기를 정말 잘한듯해요,5,22.05.08.,반코르,,,,1.0,,,1.0
믿고 쓰고있어요샴푸만쓰는데에 비해 머릿결이 뻣뻣하지않아 좋아요,5,22.05.13.,반코르,,,,,,,1.0
맥주효모 샴푸로 굉장히 유명해서 다른 제품 사용하다가 바꿔봤습니당!! 일단 향기가 괜찮아서 좋아요 꾸준하게 써보려구요  같이 구매한 트리트먼트도 사용하고 나면 머릿결이 부드러워지고 괜찮은거같아요!,5,22.04.18.,반코르,,,1.0,,,,
먼저 두피염에 좋은거 같습니다. 세정력이 좋아서 머리에 있는 찌꺼기들이 잘 씻겨 나가고 샴푸 후 에는 머릿결이 빳빳해집니다. 머리를 말리고 나면 풍성해지는 느낌이 듭니다~!,5,22.03.23.,반코르,,1.0,,1.0,,,1.0
도착하자마자 써본 뒤 그 순간 와! 좋다! 라는 소리가 나왔어요 1. 향은 제 기준으로 약간 남성향수.? 스럽지만  그게 또 그렇게 나쁘지 않아요!!  2. 샴푸 사용 3일째인데 확실히 머리 말릴때 덜 빠져요 이건 진짜 확실해요 눈에 띄게 보여요!!!  3. 머리 말리면서 머릿결이 진짜 부드러워서 놀랬어요. 원래 제가 건조한 모발이라 금세 엉키고 두피간지럽고 건조하고 그렇거든요 근데 하루종일 촉촉한 윤기가 흐르고 부드러웠어요 감동.. 린스나 트리트먼트도 따로 안했어요  출산하고 머리 너무 푸석푸석 거리고 그래서 인터넷 서치하고 사는거라 반신반의 했는데 솔직히 넘 맘에 들어서 벌써부터 재구매 하고싶어요,5,22.03.20.,반코르,,,,,,1.0,1.0
머릿결 조금 빳빳해지기는 하는데 거품 잘나고 세정력은 좋아요,5,22.05.06.,반코르,,1.0,,,,,0.0
지성두피인데 사용 후 기름진게 없어요. 세정력이 좋은데 자극적이지 않고 순해서 아직까지 두피에 트러블 난 게 없네요. 그리고 향도 아주 은은하게 나서 머리끝에서 잔향이 살짝 났는데 금방 사라져서 향에 민감한 분들도 무난히 사용 할 수 있을 듯 해요. 샴푸 후 머릿결이 코팅 된 느낌? 이 들면서 부드러워서 계속 써보고 한 달 후기 가져올게요!,5,22.03.06.,반코르,,1.0,1.0,1.0,,,1.0
2번째 쓰고있어요 머릿결이 좋아지고 피지들이 제거되어서 머리자체가 가벼운 느낌! 다 쓰면 또 사려고요,5,22.04.19.,반코르,,1.0,,,,,1.0
