content,score,date,option
신랑이 쓰기 좋다네요. 세정도 잘 되고 향도 나쁘지않아요. 모발에 영양이 많이 가는거 같고. 이거 쓰고 머리가 덜 빠지는거 같아요. 자주 품절되서 구매하기 어려워 알람맞춰놓고 삽니다 많이 넣어주셨음 좋겠어요. 다음에도 또 구매하려구요. 이번 추석선물로 세트 선물하면 좋지 않을까 해서 찾아보는 중이예요,5,20.09.12.,
늘~~쓰던 삼푸!!집중케어 지성 두피용 ~~샴푸확실히머리가 덜빠지고난 머리에 열이많아서이 삼푸쓰면 두피가 일딴 안가려워 진답니다.삼푸후 꼭 쿨링 쓴거마냥~~두피가 시원하고 살짝 약바른것 마냥쿨한 느낌을 자극을 받아요정말좋은샴푸 인것같네요제각기 사람마다 느끼는게 틀리겠지만가격대가 나가는 만큼돈 가치를 하는 삼푸인거 같네요.향도이국적인 향이고거품도 풍부합니다.3분이상 있다가 두피를 씻어내면확실히 느낌이 정말 좋네요.,5,23.07.28.,
냠펀이 우연히 닥터그루트 샴푸 접했다가 그 후로는 닥터그루트만 쓰네요. 지인에게 받은 샴푸 다 사용 후 첫 구매인데 좋은금액으로 구매한 듯 합니다. 판매자님 문제해결 대처도 빠르시고 저는 제품 망가지거나 새는거 없이 잘 받았습니다.,5,22.08.12.,용량선택: 400ml
"그냥 다 좋다. 일명 향수 샴푸로 불리울 만큼 향이 너무 좋다, 모로칸 오일와 함께 쓰면 향수를 따로 뿌릴 필요가 없을 지경, 한번의 펌핑으로도 웬만한 남자 머리 거품 풍성하게 샴푸할 수 있는 점도 좋다. 가격도 좋다. 심지어 내일 배송받는줄 알았는데 오늘 오는 배송도 좋다.",5,23.05.25.,
"아부지 스킨냄새ㅋ 향 고통을 참고 머리를 감았지만ㅜ 탈모에만 효과있나봅니다. 정수리 냄새 너무 올라와서 놀랬어요. 혼자 있는데도 냄새 날 정도면, 재택이라 다행이지 출근했으면ㅜㅜㅜ 회사 동료가 추천해줘서 샀는데 엿먹으라고 추천해줬나봅니다ㅜ",5,21.01.02.,
배송 빠릅니다. 샴푸는 매우만족이에요! 제가 두피에 기름이많은편이라 일반샴푸를 2번하고 헹궈도 기름기가 있는경우가 있었는데요.이 샴푸는 한번만써도 뽀득뽀득하게 말끔히 기름기 제거가 됩니다.부드러운 느낌은 없지만 그건 트리트먼트 따로 해주면 되니까요 ㅎㅎ쓴지 일주일도 안됐는데 기분상인지는 몰라도 머리도 덜빠지는거 같습니다. 계속쓸거같아요.,5,21.01.13.,
제가 써본 탈모샴푸중에 정말 최고같아요김우리샴푸도써보고 홈쇼핑도써보고 유투버들이 말하는것도 써봤는데 어떤건 머리결이 너무뻣뻣해지고 어떤건 향이 이상하고 만족스런제품이 없었는데이건 정말 거품쫀쫀하고 향이라던지 머리결도 중간이상은하고 써본것중 젤 좋았습니다그리고 추천해준 직장동료분도 5통째라니 믿고 한번써보렵니다강추입니다^^,5,21.10.04.,
이 샴푸는 처음 사용해보네요~포켓몬샴푸 머스크향을 워낙 좋아하고 또 마이크로바이옴 향을 워낙 오래 사용해서 그런지 몰라도~느낌상 향에 오래 적응을 해서 그런지 언제부터인가 머리향이 예전같지를 못한거 같아서 요거 갈아타봤어요~향을 바로 맡아봤는데 역시 닥터그루트다 싶어요~,5,22.11.05.,
"무난하게 잘 쓰고 있습니다.
지성인데 세정 잘 되고,
탈모는 없어서 효과는 잘 모르겠지만, 머리카락에 볼륨?이 생기는 느낌은 있습니다.
향은 한방향에 민트향 살짝 섞은듯한? 향입니다.
가격 때문에 고민은 되지만, 제품 자체로는 재구매 의사 있습니다.",5,21.11.26.,
와이프는 힘없는 모발용을 사용하고 저와 애는 지성용을 사용하는데 아주 만족합니다. 탈모용 샴푸 대부분 지성용이 없어 아침에 사용하면 저녁에 기름이 많이 생기는데 지성용을 사용하고는 하루 종일 상쾌합니다. 잘 사용하겠습니다. 감사합니다.,5,21.10.26.,
감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,5,22.11.19.,
좋아요!!! 대만족!,5,22.07.16.,용량선택: 240ml 2+1 행사상품
늘 사용하는 제품이라 만족합니다.제품 배송도 꼼꼼한 포장과 신속한 배송 모두 마음에 듭니다,5,22.03.22.,
좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요,5,22.09.29.,용량선택: 240ml 2+1 행사상품
좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요좋아요,5,20.10.15.,타입별종류: 힘없는모발용 400ml
쓰던 제품이라 믿고 구매합니다.배송은 조금 느려요.,5,23.08.22.,닥터그루트 지성 두피용 샴푸 400ml: -포켓몬 디자인 상품 출고에 동의합니다.
신랑이 샴푸 떠돌이 하다가 정착할려고 하는 샴푸에요. 향도 좋고 머리도 안떡지고 좋대요. 배송도 겁나 빠르네요,5,22.07.16.,용량선택: 400ml
늘 사용하고 있는데 좋아요 배송도 빠르고 가격도 싸고 머리도 덜  빠지는 것같아 좋아요 강추합니다 감사합니다,5,22.12.24.,선택: 400ml 1개
가족들이 넘 좋아하는 데일리템~두피가 아주 건강해지는 샴푸~!!포장도 너무 고급스럽게 왔어요.배송받고 기분이 넘 좋네요.,5,22.06.22.,
좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~좋아요~,5,22.01.08.,
지성두피용이라 구매했어요 한번써봤는데 괜찮은것같아요 거품도 적당하고요 향은 시원한 남자스킨향이 나요 효과는 아직 잘 모르겠지만 앞으로 머리가 덜 빠지면 좋겠네요!!,5,22.11.05.,
좋아요 좋아요 좋아요 좋아요 좋아요,5,22.07.12.,
향이 너무 좋아요 고급스런 향. 그리고 거품도 잘납디다 비듬도 빠이~ 탈모예방만 잘되면 퍼펙트하겠어요 비싸도 재구매할겁니다,5,20.12.16.,타입별종류: 힘없는모발용 400ml
미니미하네오 생각보다! 맘에 듭니다 항상 쓰는 거여요~ 감사합니다,5,22.12.09.,선택: 240ml+240ml
포장은 조금 부실했지만 깨지거나 하자는 없었구요 생각보다 빨리 도착했어요. 2일?정도 걸린 것 같아요.,5,21.12.05.,
자주 쓰는 제품이에요! 확실히 쓰고 나면 도움되는 느낌?,5,22.03.12.,
늘사용하던건데 온라인 주문했어요^^잘쓰고있습이다,5,22.11.19.,
늘 쓰는 제품이에요재구매 할게요 가격 착해요,5,22.06.02.,
다 딸어져서 다시 구매했어요 일반 샴푸보다는 덜 빠지는 느낌이네요 더 써봐야겠어요 싸게 잘 샀어요,5,22.03.19.,
쓰고있는제품이라 만족함니다,5,22.08.10.,용량선택: 400ml
배송도 빠르고 포장도 꼼꼼하게 되어 왔습니다. 유통기간도 넉넉합니다. 다른 탈모방지 샴푸를 많이 사용해 봤는데 닥터그루트가 저랑 가장 잘 맞는 것 같습니다. 아들들과 함께 잘 사용하고 있습니다. 감사합니다.,5,22.09.05.,
조아요조아요조아요아쥬조아요,5,22.08.19.,용량선택: 400ml
지성이라 샴푸 고르는게 까다로운데 향은 허브향 느낌이고 세정력도 좋아요 감고나니 개운합니다!!!머리카락도 덜 빠지길~~잘 쓸게요~,5,23.01.04.,
세정력 좋고 두피에 좋은것 같아요 가끔 다른샴푸쓰면 가렵거나 푸석하거나 하거든요 계속 이것만 꾸준히 쓰고있어요 근데 향은 어쩔수없나바요 맘에드는향은 아니예요,5,21.12.21.,
기존에 쓰던 샴푸라서 구매했는데 가격도 저렴하고 배송도 빠르게와서 너무 좋아요. 다음에 또 필요하면 재구매하러 올게요. 번창하세요,5,22.07.15.,용량선택: 400ml
슬슬 더워지는데 기름기 많은 두피에 쓰기 딱 좋은거같아요 세정력 좋고 거품 잘 나네요 감고나면 시원해요^^,5,22.04.20.,
향기도 좋고 세정력도 좋아요 다른 샴푸쓸때보다 덜 빠져요배송이 엄청 빨랐어요,5,23.07.21.,수량선택: 1개
좋아요타사제품쓰다가 향도 그렇고질리는 것 같아 테스터로주문 해봤어요향도 다 좋은 것 갇습니다,5,22.09.14.,용량선택: 240ml 2+1 행사상품
거품 잘나고 세정력 좋고 두피염 완화되고깔끔 배송까지 딱 좋아요,5,23.02.22.,
늘 사용하는 제품입니다. 세정력이 좋아요.,5,23.06.08.,
거품 많이나서 좋아요 맘에 들어요,5,22.07.25.,용량선택: 400ml
세정력 좋아요. 강추합니다 ^^,5,22.11.23.,
세정력이 좋고 향도 좋아요,5,23.01.06.,
늘쓰고있어요 배송도빠르고 세정력도 마음에 들어요,5,22.10.27.,
아직 유목민이네요~ 덜 빠지길 바라며 구매했어요~!한달후기 남길게요~~,5,23.01.06.,
3번째 사용하고 있어요~,5,21.08.25.,
좋아요좋아요좋아요 좋아요 좋아요 좋아요,5,22.02.24.,
좋아요좋아요좋아요좋아요좋아요좋아요,5,20.10.15.,타입별종류: 지성두피용 400ml
거품도 잘 나고 향도 좋아요 머리가 가려워서 샴푸를 바꾸려던 차에 추천받아 삿는데 맘에 들어오 가려운것도 사라졌어요,5,23.04.25.,선택: 지성 두피용 샴푸 400ml
조아요조아요조아요오,5,22.05.11.,
지금까지 한 10가지 정도 다른 지성샴푸 엄청 바꿔가면서 쓰다가 첨으로 이거 써봤는데 여태 쓴 것 중에 젤 좋은거 같아요! 기름도 빨리 안 지고 세정력도 괜찮습니다!,5,22.07.22.,
트리트먼트를  먼저 사용해보고 괜찮은거같아 샴푸도  도전해봤어요. 머리숱이 적은데  자꾸 빠져  혹시 도음될까  구입했는데 향도 자극적이지 않고 샴푸후 느낌도 부드러운거같아요. 계속 써봐야알겠지만  잘산거같아요.,5,22.07.14.,
비싸도 효과 기대하고 샀는데 만족합니다! 향도 제 스타일이고 확실히 전에 쓰던게 안맞아서 그런진 모르겠지만 머리 덜빠져요ㅎㅍ,5,21.06.27.,
한두번 사용해봐서 아직 잘 모르겠어요~약?같은 향이나네요주변에서 추천해줘서 지성두피인 남편사줬는데 ㅎ효과있길,5,21.12.27.,
배송중에 새긴했는데 용량 더주시기도했고  깨진건 아니라 잘쓰겠습니다  다른분들 다음에 포장할때 신경써주세요!,5,22.08.02.,주문옵션: 닥터그루트 지성두피용 샴푸 400ml
지성두피 머리가 자꾸 간지러워져서 구입했어요요즘 유행하는 샴푸들은 뭔가 세정력이 떨어지는 느낌이 많았는데 이건 맘에 들어요!!!,5,22.11.21.,
선물세트로 쇼핑백이라 같이왔어요 거품도 풍성하게 잘 나고 그루트 탈모 샴푸중에 요 라인이 가장 좋아요,5,23.02.06.,옵션: 지성두피용샴푸400ml+샴푸240ml2개
"고등학생 아들,딸이 좋아하는 샘푸예요늘 사용중입니다세정력도 좋고 머리카락도 잘 안빠지구요",5,22.10.30.,용량선택: 240ml 2+1 행사상품
찾았던 제품인데 너무 잘 받았어요~!배송도 빠르고 가성비 좋아서 다음에도 애용하려고 합니다,5,23.02.05.,
탈모에 효과가 있는지는 아직 사용한지 얼마 안되서 잘 모르겠지만 향도 좋고 시원하네요 ^^,5,22.10.08.,용량선택: 400ml
생각보다 거품도 제법 잘 나고 사용 후에는 두피가 뽀독거리는 느낌이 나요. 두 개 주문했는데 재주문할 예정이에요.,5,21.11.29.,
좋은데 아무래도 세정력이 좋다보니까 머릿결이 꺼칠해지는 느낌은 있습니다 ㅠㅠ 그래도 항상 쓰는 제품이에요!,5,23.05.15.,
배송도 빠르고 상품도 너무 만족하며 사용중입니다.착한 성분과 합리적인 가격이 만족스러웠습니다. 제품을 자주 이용할것 같메요!,5,21.06.21.,
거품도 잘나고 깨끗이 샴푸되고 향도 괜찮아요 지성에 딱이에요또 구매몌정입니다,5,21.06.19.,
항상 쓰던 거라 저렴한 가격에 구매해서 매우 만족하면서 쓰고 있어요!,5,22.09.04.,용량선택: 400ml
믿고쓰는 샴푸에요~세정력좋아서 초등아이 두피냄새에 효과있어요~,5,21.12.04.,
거품이 풍부하고 머리가 안엉켜서 좋았어요 약간 수분감도 있네요!!,5,22.04.11.,
향이 좀강하긴하지만 거품은 잘나요 써보고 좋으면 또주문할께요,5,22.08.17.,용량선택: 240ml 2+1 행사상품
머리카락이 가늘고 하루지나도 떡이되서 구매했어요.정말 좋네요,5,21.04.14.,
탈모샴푸라 기대 안했는데 감고나서 부드럽고 떡지지 않아 너무 맘에 들어요. 배송도 빨리 왔어요.,5,22.09.17.,용량선택: 240ml 2+1 행사상품
세정력 좋아요 후기보고 구입했는데효과 좀 있었으면 좋겠네요,5,22.01.29.,
포장도 꼼꼼하게 해주시고 배송도 빨라서 너무 감사드립니다~~,5,22.09.23.,
저는 그냥그래요 머릿결 인좋아진것도 같고,5,22.03.21.,
마트 보다 싸고 좋아요사은품도 감사해요^^,5,22.07.31.,주문옵션: 닥터그루트 지성두피용 샴푸 400ml
항상 사용하는 제품 저렴하게 사서좋아요,5,22.08.17.,용량선택: 240ml 2+1 행사상품
늘 사용중인 우리집 샴푸예요 만족합니다,5,22.10.30.,용량선택: 400ml
아주 좋아요. 금방 축축해지는 머리. 닥터그루트로 잡았어요. 저렴하게 잘 샀어요!,5,22.07.28.,용량선택: 400ml
좋아요 기름도 덜끼구 배송빠르고 최고,5,21.12.17.,
항상쓰던 샴푸.저렴하게 사서 좋아요^^,5,22.07.18.,용량선택: 240ml 2+1 행사상품
늘 사용하는 제품이에요. 만족합니다.,5,21.08.13.,
재구매 입니다진짜 세정력 짱 좋아요,5,22.09.20.,용량선택: 240ml 2+1 행사상품
꾸준히 사용하는 제품입니다~좋아요~,5,22.11.16.,
좋은가격과 빠른배송에 만족합니다.지성 두피로 항상 사용하는 제품입니다.,5,23.09.03.,
좋아요 배송 빨라요 잘씻겨져요! ㅎ,5,23.07.10.,제품선택: ★본품★
매번 사용하고있는데 정말 좋아요!!,5,22.12.14.,선택: 240ml+240ml
너무좋아요~~~ 또 재구매하로올게요,5,22.03.29.,
좋아요 좋다는추천받고 구매했어요,5,22.12.21.,선택: 240ml+240ml
매번 사용하는 제품입니다 좋아요,5,22.10.15.,용량선택: 240ml 2+1 행사상품
항상 쓰던제품입니다 좋아요 싸고,5,23.03.20.,
머리가 촉촉하고 세정력이 좋아요,5,22.12.05.,선택: 400ml 1개
이것만써요 거품이 많아 좋습니다,5,21.04.01.,
오늘 잘받았습니다~~잘써볼께요^^,5,23.09.01.,
배송도 빠르고 향도 너무 좋아요,5,22.08.26.,
익숙한것만 써보다가 그냥 한번 써봤는데 생각보다 아주 만족중입니다. 특히 세정력이 생각보다 좋아서 당분간은 이거 쓸 것 같네요,5,23.06.20.,
늘 쓰는 제품입니다. 만족해여,5,23.02.18.,
완전만족합니다. 맘에들어요.,5,22.05.13.,
원래 쓰던거예요 조아요 ㅎㅎ,5,21.12.06.,
자주쓰는데 좋아요 만족해요,5,22.07.28.,용량선택: 240ml 2+1 행사상품
몇년째 사용중이에요 좋아요,5,23.07.25.,수량선택: 1개
좋아요 만족합니다 이 제품,5,23.01.26.,
거품이 잘나고 너무좋아용,5,22.08.14.,용량선택: 선물세트
감사합니다 또주문할 께요,5,21.12.18.,
거품이 잘 납니다 좋아요,5,22.11.29.,
가성비좋아요만족합니다,5,22.04.04.,
아주 좋아요 대박나세요,5,20.10.24.,타입별종류: 힘없는모발용 400ml
순하고 세정력 좋아요,5,22.12.07.,용량선택: 240ml 2개+1개 추가증정
좋아요 잘쓰겠습니다,5,22.11.27.,
나이가 들어서 머리가 빠져 자주 쓰고 있습니다. 일반 샴푸에 비해서 덜 빠지는 것 같아 재구매해서 잘 쓰겠습니다,5,20.12.10.,
저녁때가 되어도 기름기없이 보송보송 하고샴푸 향도 넘 조아요,5,22.04.12.,
머리도 안간지럽고 대만족 합니다! 구김없이 잘 도착 했습니다,5,22.08.22.,용량선택: 선물세트
힘없는 모발용 샴푸로 같이 사요하다지성두피인 남편용으로 구매 했습니다깔끔하다고 좋아하네요사은품도 주셔서 감사합니다,5,23.06.20.,
상품 잘 받았습니다꾸준히 쓰는 제품입니다향도 은은하고 머리결도 차분하고 만족합니다,5,23.07.29.,
지성 두피에 최고인 삼푸입니다 적극추천합니다,5,23.05.11.,옵션: 지성샴푸 400ml+240ml 2개 세트
항상 쓰는거예요~~ 3개라 당분간 든든하네요ㅋㅋ잘쓸께요~~ 감사합니다~^^,5,21.07.01.,닥터그루트: 더마솔루션 지성두피용 샴푸 400ml x 3개
시장에서 사는거보다 훨씬 저렴하게 잘 샀네요!감사합니다ㅎㅎ,5,22.08.31.,용량선택: 240ml 2+1 행사상품
오 기대이상이네요 정말만족하네요,5,22.10.23.,용량선택: 240ml 2개+1개 추가증정
향도괜춘하고 세정력좋아요 ㅎㅎ 배송도빠릅니다,5,23.04.25.,
꾸준히 사용중입니다감사합니다,5,23.07.07.,수량선택: 1개
거품 많이나서 진짜 좋아요 👍👍,5,22.07.25.,용량선택: 240ml 2+1 행사상품
늘 쓰는 제품입니다. 만족합니다,5,23.01.20.,용량: 400ml
감사합니다 잘쓰겠습니다,5,22.10.20.,
역시 스마일배송 간편하고 좋아요 빠른배송 감사합니다,5,22.11.16.,
조아조아요아주조아요,5,22.08.07.,용량선택: 400ml
배송 빠르고 좋아요 좋아요 ㅎㅎ,5,23.01.02.,
좋아요!확실히 머리카락이 적게 빠지는것 같아요,5,22.11.03.,
싸고 조아요 조아요 조아요 조아요 조아요,5,22.07.10.,
조아요 아주 조아요,5,22.11.30.,
괜찮아요괜찮아요!!,5,20.12.24.,
만족합니다 만족합니다 만족합니다 만족합니다 만족합니다,5,23.07.27.,
재구매의사있어요재구매의사있어요,5,22.10.12.,용량: 400ml
최고에요최고에요최고에요최고에요최고에요,5,23.03.24.,
지성두피인데 다른 샴푸로는 깔끔한 느낌이 안나서 항상 불만이었는데 이건 깨끗하고 뽀득하게 씻겨서 너무 좋네요. 향도 은은하니 좋구요. 다만 너무 잘 씻겨서 머리결이 부드럽지는 않아 린스 필수 입니다,5,22.02.15.,
조아요 조아요 조아요 조아요 조아요,5,21.12.28.,
거품도 풍성하고 향도 좋아요. 세정력은 좀더 사용해봐야 알듯 싶어요.,5,21.12.29.,
"상품 좋습니다. 샴푸 2개 주문했는데 덤으로 100ml 샴푸 2개가 추가로 배송와서 기분 좋았습니다.이전에 GS프레쉬몰에서 샴푸 주문했받는데 유통기한도 짧고 제품상태가 좋아 보이지 않았습니다. 아무튼 ,,,^^",5,21.12.04.,
배송도빠르고좋아요 배송도빠르고좋아요 ㅎㅎ,5,22.08.10.,용량선택: 240ml 2+1 행사상품
세정력은 좋아요 비듬 제거는 좀 부족한 것 같아요 하지만 다른제품보단 좋아요,5,21.12.26.,
선물 받아서 써보고 마음에 들어서 구매했습니다~~ 평소 머리가 많이 빠져서 샴푸는 까다롭게 선택하는 편이에요!! 이것저것 정말 많이 써봤는데.. 닥터그루트 제품 좋네요!!! 꾸준히 써보려구요!,5,22.01.21.,
생각보다 거품이 잘 만들어지고 기름진 두피가 깨끗해지고 상쾌해지는 기분을 주어요~지성인에게는 겨울에도 좋지만 여름에는 더 추천해요! 그리고 샴푸 후 마무리는 부드럽지 않아요~,5,22.10.23.,용량선택: 400ml or 240ml 2개 랜덤발송
지성에 탈모도 신경쓰여 꾸준히 쓰고 있는 제품이에요. 한번 쓰기 시작하니 다른걸로 갈아타지지 않더라구요. 가격이 좀 쎄지만 나름 만족하며 효과있을거라 믿고 사용중이에요~!,5,21.02.25.,
지성에 탈모도 신경쓰여 꾸준히 쓰고 있는 제품이에요. 한번 쓰기 시작하니 다른걸로 갈아타지지 않더라구요. 가격이 좀 쎄지만 나름 만족하며 효과있을거라 믿고 사용중이에요!,5,21.02.25.,
아이가 지루성피부에 머리가 많이 빠져서 구매했어요지 친구들이 추천해줬다면서 사달라고해서요계속써보고 좋으면 또구입할게요,5,22.08.17.,용량선택: 400ml
계속 사용하다가 다른 걸로 바꿨던니 갑자기 빠짐이 늘어서 다시 돌아왔네요.  나눠져있어서 운동할때나 상시로 가지고다니기 좋아요.,5,22.10.16.,용량선택: 240ml 2개+1개 추가증정
이거 쓰고 난 뒤로 이것만 써요ㅋㅋㅋ 다른 지성 샴푸 쓰면 머리카락이 엄청 많이 빠지는데 이건 확실히 덜 빠져서 좋아요 그리고 기름도 빨리 안 져서 좋구요!,5,22.10.10.,용량: 400ml
저렴한 대용량 샴푸만쓰다가두피가 안좋아져서 한번 구매해봤습니다아직 효과는 모르겠지만 좋아지면 또 구매하겠죠?향기는 약간 아빠냄새같아요,5,21.08.27.,
이거쓰다가 다른샴푸쓰면 바로 두피가 안 좋아지네요ㅠㅠ 마트가격은  너무 부담되서 저렴한걸로 구매했어요,5,22.08.16.,용량선택: 240ml 2+1 행사상품
믿고쓰는 닥터그루트. 신랑이 쓰는데 딱떨어졌다고 빨리주문하라고 난리난리!! 미리애기하든동  배송도 빠르고 가격도 저렴하고 매우 만족합니당^^,5,22.07.11.,용량선택: 400ml
평이 좋아 구입했는데 포장에 좀 신경쓰셔야할듯 하네요쇼핑백에 뽁뽁이도 안넣고 달랑 샴퓨만 넣었어요ㅠ,5,22.08.24.,용량선택: 240ml 2+1 행사상품
두피가 가려운 것도 없고 머리카락도 떨 빠지는거 같아요.이번이 두번째 구매인데 쭉 이걸로 정착 하려구요,5,21.01.17.,타입별종류: 지성두피용 400ml
이전에 쓰던거라 세정력은 말 할것도 없고 지성 두피에 아주 효과적입니다. 마트 보다 저렴하게 구매했네용,5,22.08.31.,용량선택: 400ml
요즘 땀때매 더 예밈해 져 있고 기름진 두피를 깔끔히 세정해 주었어요향은 다소 생소하지만 나쁘지 않아요,5,23.08.03.,수량선택: 1개
두피가 민감해서 다른 샴푸를 사용하면 각질이 많이 생기는데 이건 그러지 않아서 만족하고 있습니다 ㅎㅎ,5,22.11.12.,
"제 머리가 지성인데, 이거 쓰면 어는정도 괜찮아져요. 지금 두번째 구입했는데. 계속 사용할 것 같습니딘.",5,21.05.30.,
배송도빠르고 유통기한도 길고 제품은 아직 사용전이라  잘 모르겠지만 좋을거란 기대하고 구매했어요.,5,22.08.07.,용량선택: 400ml
원래 좋아하던 샴푸라 품질은 말할것도없고.. 생각지못한 종이백도 있어서 기분이 좋네요. 많이파십쇼,5,22.08.20.,용량선택: 240ml 2+1 행사상품
우리집 고정템 세정력 좋고 이 제품이 아니면 두피가 자꾸 가려워져서 늘 다시 돌아오는 연어템입니다,5,22.10.05.,용량선택: 400ml
딸 아이가 이것만 사용할거라네요~ 머릿결도 좋아진 듯 하고 만족스럽습니다 다 쓰고 또 들를게요,5,21.12.15.,
아들의 머리보호를 위해 구입해 보내줬습니다. 리뷰 보니 다들 펑이 좋아 일단 믿고 구매해봅니다. 효과가 있었으면 하네요,5,21.12.28.,
하루반나절 되면 기름지는 머리카락인데 이 샴푸 사용후 이틀은 버팁니다.거품도 풍성하고 샴푸후에 뻣뻣해지지 않아서 굳이 린스 안합니다,5,22.07.05.,닥터그루트 지성두피용 샴푸 400ml: 닥터그루트 지성두피용 샴푸 400ml
"최고입니다 제품도 만족스러운데, 판매자 분이 배송이 늦을 까봐 배려를 해주셔서 감사한 마음을 담아 리뷰 작성합니다",5,23.06.02.,
40대 여자 탈모 때문에 제품 씁니다. 이것 저것 다 써봤는데 저한테는 그루트가 제일 좋아요,5,22.01.17.,
처음 주문해봤는데 진짜원하는시간에 배송되어서 편리하고 좋았네요 또이용할생각입니다,5,21.06.01.,
다른 샴푸로 바꿨다가 이만한 것이 없어 다시 쓰고 있습니다. 포켓몬 에디션도 귀엽네요.,5,22.11.21.,
지성샴푸 찾다가 판매량 보고 샀는데.. 잘 산거 같아요.. 세정력 거품 모두 만족 합니다.,5,23.03.26.,
몇통째 쓰던 제품인데 여기가 그나마 저렴한거같아서 구매했어요~29일에 주문하고 31일에 받았습니다~잘쓸게요!!,5,21.12.31.,
지루성피부염인데 이거쓰고나서 기름기도 적어지고 머리카락도 덜빠집니다 강추해요!,5,23.07.18.,수량선택: 1개
온 가족이 지성이라(사춘기 아이 2명) 아주 만족하고 있어요. 살림하는 사람이라 조금 더 할인해주시면 좋겠어용 ^^;;,5,23.03.10.,선택: 240ml+240ml
매일 감아도 저녁엔 기름기가...아이를 위해 구매해 봐요. 증정품이 있었네요 좋아요,5,21.07.24.,
쓰던거라그냥샀어요딸아이가각질이심해요효과는잘모르겠는데비싼만큼좋은거겠죠,5,23.08.22.,
항상 쓰던 제품이라 저렴하게 구매해서 좋네요 기한도 2025년까지라 괜찮습니다 굿^^,5,22.11.15.,
닥터그루트 샴푸 쓰고있는데 다 떨어져가서 주문했어요배송도 빠르고 만족합니다~,5,22.01.04.,
유명한샴푸들도 많이 써봤는데 다시 돌아왔네요 젤좋은거같아요 머리도 덜빠지고,5,22.10.27.,
앞으로 계속 사용하려고 두개 주문했어요.비듬과 가려움이 해결되어 너무 좋아요,5,21.05.30.,
배송이 빠르고 좋았어요! 지성두피용으로 이번에 바꿔 본 건데 효과 기대합니다.,5,23.01.25.,
아침에 머리를 감아도 오후만되면 떡이지는데 이 샴푸 쓰곤 전혀 그렇지 않아요.,5,22.09.08.,용량선택: 400ml
두번째 주문이예요앞머리쪽 가르마부분이 휑 해보여서급하게 주문해서 사용하고만족해서 재주문 했답니다제벌 이젠 안 빠졌으면 좋겠어요,5,22.10.29.,
두피 벌겋게 올라오던게 진정되고  머리가 덜빠짐~~더두고써야겟지만 기대되요,5,23.01.27.,선택: 240ml+240ml
늘 애용하는 제품이에요. 우리 가족 모두 이것만 써요. 두피가 지성피부라 이만한 제품 찾기 어려울거 같아요!,5,23.01.20.,
남편이 지성에 머리카락이 얇아서 가는모발용에서 지성용으로 바꾸었습니다. 기름기가 많이 빠져서 좋네요. 저렴한 가격에 잘 구매했습니다,5,23.04.26.,옵션: 지성샴푸 400ml+240ml 2개 세트
지성두피라 샴푸에민감한데요뾰루지가올라오길래 바꿔봤더니 괜찮아지네요,5,22.08.28.,용량선택: 400ml
두피가 지성이라 하루만 안감아도머리기름기가...닥터그루트로 감고 머리간지러운것도 없고넘 좋아요~~,5,21.08.19.,
머릐결이 촉촉하고 매끄럽고 윤기가 납니다 머리도 덜빠져요 또 구매할게요,5,22.11.14.,용량: 400ml
남푠이 사용중인데 탈모도 줄고 지성두피애도 효과가 좋다고 또 구매합니다,5,21.12.30.,
실제 탈모 완화 효과는 모르겠지만 두피가 말끔해져 항상 쓰는 제품이에요.,5,22.07.06.,
상품누락있었지만잘 처리해주셨어요남편써보고 좋다고하면 재구매할게요,5,22.09.14.,용량선택: 240ml 2+1 행사상품
400미리보다 이게더 싸서 요걸로 또 주문했네요.큰 용기에 걸로 사용하고 싶었는데요.단위당 금액이 큰거보다 작은게 더 싸요.,5,22.10.21.,용량: 240ml(4개+쇼핑백)
지성두피인데   개운하고  좋아요  저렴하게 잘 산것 같아요  떡지지도 않고   샴푸후 머리 가려움도 없어 요,5,21.12.15.,
지성두피로 사용해보니 좋아서 재구했습니다.가려움도 개선되는것갇네요,5,21.11.30.,
좋아요 추천합니다 닥터그루트 집중케어 지성 샴푸 400ml  탈모에 도움된다고 해서 지속 사용 중입니다.,5,22.10.05.,
지성 두피 신랑이 인생샴푸 라고 하네요.비교적 건조한 저는 두피가 당길정도로 세정력이 좋은것 같아요.,5,22.02.11.,
세정력이 정말 좋아요~~머리밑도 시원하고 가격만큼 성능도 우수합니다^^,5,21.02.05.,
집에서 혼자쓰는 샴푸라 유통기한 긴건줄알았음 많이 쟁여놓을껄 그랬네요ㅠ 지성두피 요거쓰다 다른거 간지러워서 못써요 배송도 빠르게 해주셔서 감사합니다^^,5,23.05.02.,옵션: 지성샴푸 400ml+240ml 2개 세트
탈모 때문에 처음 구매해서 사용중입니다~ 좋아지길 기대하는 마음으로!,5,21.12.13.,
